common_id,name,address_pref,address_city,address_detail,contact,flood,landslide,storm_surge,earthquake,tsunami,large_fire,inland_flood,volcano,shelter_overlap,capacity,capacity_basis,notes,changed,new,address,gsi_common_id,latitude,longitude,coordinate_join_method
E3820700017201,肱川中学校運動場,肱川町山鳥坂282番地1,,,0893-34-2003,,,1,1,1,1,,,,7500,,,,,肱川町山鳥坂282番地1,E3820700017201,33.453976377706,132.68132409657,matched_by_id
E3820700015201,鹿野川園地,肱川町山鳥坂234番地,,,0893-34-2311,1,1,1,1,1,1,,,,3200,,,,,肱川町山鳥坂234番地,E3820700015201,33.452893224482,132.68581947987,matched_by_id
E3820700014201,高砂運動場,肱川町宇和川3390番地,,,0893-24-1734,,,1,1,1,1,,,,10800,,,,,肱川町宇和川3390番地,E3820700014201,33.471865743374,132.68262838215,matched_by_id
E3820700026201,正山ふれあい広場,肱川町名荷谷1750番地,,,0893-24-1734,1,1,1,1,1,1,,,,3800,,,,,肱川町名荷谷1750番地,E3820700026201,33.488837847247,132.6855921277,matched_by_id
E3820700023201,大谷ふれあい広場,肱川町大谷2660番地,,,0893-24-1734,1,,1,1,1,1,,,,4800,,,,,肱川町大谷2660番地,E3820700023201,33.434419961807,132.66272912659,matched_by_id
E3820700030201,予子林ふれあい広場,肱川町予子林1957番地,,,0893-24-1734,1,1,1,1,1,1,,,,9200,,,,,肱川町予子林1957番地,E3820700030201,33.43515406327,132.70616135205,matched_by_id
E3820700025201,中津集会所（敷地）,肱川町中津722番地,,,0893-57-9989,1,,1,,1,1,,,,600,,,,,肱川町中津722番地,E3820700025201,33.464844657857,132.74212166397,matched_by_id
E3820700028201,大駄場ふれあい広場,肱川町予子林119番地,,,0893-24-1734,1,1,1,1,1,1,,,,14000,,,,,肱川町予子林119番地,E3820700028201,33.446008027339,132.69481820801,matched_by_id
E3820700008201,河辺小学校運動場,河辺町植松674番地,,,0893-39-2016,1,1,1,1,1,1,,,,3600,,,,,河辺町植松674番地,E3820700008201,33.491803,132.743094,matched_by_id
E3820700127201,河辺コミュニティセンター坂本分館（敷地）,河辺町横山2177番地1,,,0893-39-2810,1,1,1,1,1,1,,,,800,,,,,河辺町横山2177番地1,E3820700127201,33.502115,132.747945,matched_by_id
E3820700004201,河辺ふれあい広場,河辺町河都375番地,,,0893-24-1734,1,1,1,1,1,1,,,,12200,,,,,河辺町河都375番地,E3820700004201,33.501954287219,132.75397060027,matched_by_id
E3820700005201,河辺ふるさとの宿（駐車場）,河辺町三嶋134番地,,,0893-39-2211,1,,1,1,1,1,,,,2000,,,,,河辺町三嶋134番地,E3820700005201,33.494958567982,132.77073588466,matched_by_id
E3820700009201,河辺コミュニティセンター北平分館（駐車場）,河辺町北平1203番地,,,0893-39-2812,1,,1,1,1,1,,,,2200,,,,,河辺町北平1203番地,E3820700009201,33.511097,132.795092,matched_by_id
E3820700123201,岩谷コミュニティセンター（敷地）,大洲市肱川町山鳥坂2592,,,0893-34-2974,1,,1,1,1,1,,,,7800,,,,,大洲市肱川町山鳥坂2592,E3820700123201,33.476807,132.713474,matched_by_id
E3820700022201,肱川地区複合公共施設（駐車場）,肱川町山鳥坂73番地,,,0893-34-2311,,1,1,1,1,1,,,,2300,,,,,肱川町山鳥坂73番地,E3820700022201,33.456034,132.684175,matched_by_id
04202,唐川ふれあい館,愛媛県伊予市下唐川甲335-1,,,089-982-5932,1,,1,1,1,,1,,1,175,,,,,愛媛県伊予市下唐川甲335-1,E3821000004202,33.72273598108,132.73714152016,matched_by_name_address
28201,南山崎小学校,愛媛県伊予市大平甲942,,,089-982-1565,1,,1,1,1,1,1,,1,1683,,,,,愛媛県伊予市大平甲942,E3821000028201,33.7151298818467,132.707099496449,matched_by_name_address
26201,大平地区公民館,愛媛県伊予市大平甲1057-3,,,089-982-0171,1,,1,1,1,,1,,1,290,,,,,愛媛県伊予市大平甲1057-3,E3821000026201,33.717204073908,132.70768664206,matched_by_name_address
27201,緑風館,愛媛県伊予市大平甲1087,,,089-982-0171,1,,1,1,1,,1,,1,196,,,,,愛媛県伊予市大平甲1087,E3821000027201,33.717095616918,132.70707511148,matched_by_name_address
11201,扶桑会館,愛媛県伊予市森852-2,,,089-946-7997,1,1,1,1,1,,1,,1,114,,,,,愛媛県伊予市森852-2,E3821000011201,33.737828480758,132.67882896177,matched_by_name_address
14202,伊予市民体育館,愛媛県伊予市森甲91-1,,,089-982-2367,1,1,1,1,1,,1,,1,2730,,,,,愛媛県伊予市森甲91-1,E3821000014202,33.743786356805,132.68168037486,matched_by_name_address
41201,北山崎小学校,愛媛県伊予市中村41,,,089-982-0669,1,1,1,1,1,1,1,,1,2982,,,,,愛媛県伊予市中村41,E3821000041201,33.741987,132.695021,matched_by_name_address
42201,中村地区公民館,愛媛県伊予市中村6,,,089-982-0121,1,1,1,1,1,,1,,1,346,,,,,愛媛県伊予市中村6,E3821000042201,33.743072108289,132.69475763425,matched_by_name_address
47201,伊予市総合保健福祉センター,愛媛県伊予市尾崎3-1,,,089-983-4052,1,1,1,1,1,,1,,1,1954,,,,,愛媛県伊予市尾崎3-1,E3821000047201,33.7519541827824,132.695942697948,matched_by_name_address
43202,彩浜館,愛媛県伊予市灘町311,,,089-982-0506,1,1,1,1,1,,1,,1,383,,,,,愛媛県伊予市灘町311,E3821000043202,33.755210865014,132.69742004318,matched_by_name_address
48201,港南中学校,愛媛県伊予市米湊500-1,,,089-982-0063,1,1,1,1,1,1,1,,1,6280,,,,,愛媛県伊予市米湊500-1,E3821000048201,33.7510633942113,132.705992884398,matched_by_name_address
07201,郡中小学校,愛媛県伊予市上吾川110,,,089-982-0168,1,1,1,1,1,1,1,,1,6005,,,,,愛媛県伊予市上吾川110,E3821000007201,33.7563865006591,132.708964402248,matched_by_name_address
44201,郡中地区公民館,愛媛県伊予市灘町359-3,,,089-982-3508,1,1,1,1,1,,1,,1,267,,,,,愛媛県伊予市灘町359-3,E3821000044201,33.757929,132.699185,matched_by_name_address
01201,伊予農業高等学校,愛媛県伊予市下吾川1433,,,089-982-1225,1,1,1,1,1,1,1,,1,5869,,,,,愛媛県伊予市下吾川1433,E3821000001201,33.764562,132.705051,matched_by_name_address
49201,さざなみ館,愛媛県伊予市湊町206-9,,,089-982-7220,1,1,1,1,1,,1,,1,308,,,,,愛媛県伊予市湊町206-9,E3821000049201,33.762645,132.700366,matched_by_name_address
03201,ウェルピア伊予,愛媛県伊予市下三谷1761-1,,,089-983-4500,1,1,1,1,1,1,1,,1,1383,,,,,愛媛県伊予市下三谷1761-1,E3821000003201,33.77007,132.717025,matched_by_name_address
08201,伊予小学校,愛媛県伊予市上野2270,,,089-982-1575,1,,1,1,1,1,1,,1,2589,,,,,愛媛県伊予市上野2270,E3821000008201,33.7711602331541,132.741272969862,matched_by_name_address
09201,伊予中学校,愛媛県伊予市上野2326,,,089-982-0616,1,,1,1,1,1,1,,1,2706,,,,,愛媛県伊予市上野2326,E3821000009201,33.7696855066262,132.740889051226,matched_by_name_address
10201,上野地区公民館,愛媛県伊予市上野611,,,089-982-0170,1,,1,1,1,,1,,1,451,,,,,愛媛県伊予市上野611,E3821000010201,33.771748,132.740878,matched_by_name_address
06201,宮下集会所,愛媛県伊予市宮下1793-1,,,089-982-7188,1,,1,1,1,,1,,1,105,,,,,愛媛県伊予市宮下1793-1,E3821000006201,33.7805116122,132.758962594,matched_by_name_address
45201,八倉中央集会所,愛媛県伊予市八倉788-2,,,089-982-1111,1,,1,1,1,,1,,1,96,,,,,愛媛県伊予市八倉788-2,E3821000045201,33.78562608918,132.76993725101,matched_by_name_address
36201,中山コミュニティセンター,愛媛県伊予市中山町中山丑314番地1,,,089-967-0809,1,,1,1,1,,1,,1,224,,,,,愛媛県伊予市中山町中山丑314番地1,,,,unmatched
38202,永木体育館,愛媛県伊予市中山町中山午987,,,089-967-1111,1,,1,,1,,1,,1,325,,,,,愛媛県伊予市中山町中山午987,E3821000038202,33.636552547221,132.66774633854,matched_by_name_address
34202,野中体育館,愛媛県伊予市中山町出渕3-26,,,089-967-1111,1,1,1,1,1,,1,,1,340,,,,,愛媛県伊予市中山町出渕3-26,E3821000034202,33.656031516261,132.74821556002,matched_by_name_address
33201,中山中学校,愛媛県伊予市中山町出渕2-165,,,089-967-0009,1,,1,1,1,1,1,,1,1948,,,,,愛媛県伊予市中山町出渕2-165,E3821000033201,33.6434274845366,132.71124794214,matched_by_name_address
32201,中山小学校,愛媛県伊予市中山町出渕2-143,,,089-967-0048,1,,1,1,1,1,1,,1,1711,,,,,愛媛県伊予市中山町出渕2-143,E3821000032201,33.6430483393559,132.711608158565,matched_by_name_address
31201,佐礼谷小学校,愛媛県伊予市中山町佐礼谷甲827-2,,,089-968-0200,1,,1,1,1,1,1,,1,1295,,,,,愛媛県伊予市中山町佐礼谷甲827-2,E3821000031201,33.682885095821,132.719407929826,matched_by_name_address
23201,双海中学校,愛媛県伊予市双海町上灘甲5286-1,,,089-986-0023,1,,1,1,1,1,1,,1,1831,,,,,愛媛県伊予市双海町上灘甲5286-1,E3821000023201,33.6857550851279,132.647116741242,matched_by_name_address
19201,由並小学校,愛媛県伊予市双海町高岸甲867,,,089-986-5046,1,,1,1,1,1,1,,1,1388,,,,,愛媛県伊予市双海町高岸甲867,E3821000019201,33.6856280456749,132.636193484152,matched_by_name_address
21201,翠小学校,愛媛県伊予市双海町上灘甲452-1,,,089-986-5031,1,,1,1,1,1,1,,1,355,,,,,愛媛県伊予市双海町上灘甲452-1,E3821000021201,33.6800743848157,132.667639871466,matched_by_name_address
24201,ふたみ農林漁業者ﾄﾚｰﾆﾝｸﾞｾﾝﾀｰ,愛媛県伊予市双海町上灘甲5516,,,089-986-1111,1,1,1,1,1,,1,,1,600,,,,,愛媛県伊予市双海町上灘甲5516,E3821000024201,33.6869100672,132.6385923,matched_by_name_address
15201,下灘小学校,愛媛県伊予市双海町串甲110-3,,,089-987-5004,1,,1,1,1,1,1,,1,1651,,,,,愛媛県伊予市双海町串甲110-3,E3821000015201,33.6509712131589,132.579990641654,matched_by_name_address
18201,下灘コミュニティセンター,愛媛県伊予市双海町串甲3670-16,,,089-987-0111,1,1,1,1,1,,1,,1,780,,,,,愛媛県伊予市双海町串甲3670-16,E3821000018201,33.652217840422,132.57926143796,matched_by_name_address
17202,しもなだ体育館,愛媛県伊予市双海町串甲3670-12,,,089-987-0111,1,1,,1,,,1,,1,718,,,,,愛媛県伊予市双海町串甲3670-12,E3821000017202,33.652374130342,132.57951356561,matched_by_name_address
25201,ふたみ林業センター,愛媛県伊予市双海町大久保甲40,,,089-987-0714,1,,1,1,1,,1,,1,123,,,,,愛媛県伊予市双海町大久保甲40,E3821000025201,33.657392235504,132.59145946661,matched_by_name_address
12201,"愛媛県農林水産研究所水産
研究ｾﾝﾀｰ栽培資源研究所",愛媛県伊予市森甲121-3,,,089-983-5378,1,1,,1,,,1,,1,1159,,,,,愛媛県伊予市森甲121-3,E3821000012201,33.744050234934,132.67971723445,matched_by_name_address
30201,長沢体育館,愛媛県伊予市中山町佐礼谷甲125,,,089-967-1111,1,1,1,,1,,1,,1,537,,,,,愛媛県伊予市中山町佐礼谷甲125,E3821000030201,33.671231968216,132.6994160698,matched_by_name_address
14201,伊予市民球場,愛媛県伊予市森甲91-1,,,089-982-2367,1,1,,1,,1,1,,,,,,,,愛媛県伊予市森甲91-1,E3821000014201,33.7456193622,132.684733178,matched_by_name_address
43201,五色浜ｸﾞﾗｳﾝﾄﾞ,愛媛県伊予市灘町311,,,089-982-0506,,1,,1,,1,1,,,,,,,,愛媛県伊予市灘町311,E3821000043201,33.754981917131,132.69678121161,matched_by_name_address
04201,唐川ｺﾐｭﾆﾃｨｰｾﾝﾀｰｸﾞﾗｳﾝﾄﾞ,愛媛県伊予市下唐川甲335-1,,,089-982-5932,1,,1,1,1,1,1,,,,,,,,愛媛県伊予市下唐川甲335-1,E3821000004201,33.722586511713,132.73733195701,matched_by_name_address
38201,永木ｸﾞﾗｳﾝﾄﾞ,愛媛県伊予市中山町中山午987,,,089-967-1111,1,,1,1,1,1,1,,,,,,,,愛媛県伊予市中山町中山午987,E3821000038201,33.636757994151,132.66727426975,matched_by_name_address
34201,野中ｸﾞﾗｳﾝﾄﾞ,愛媛県伊予市中山町出渕3-26,,,089-967-1111,1,1,1,1,1,1,1,,,,,,,,愛媛県伊予市中山町出渕3-26,E3821000034201,33.655598387622,132.74774349124,matched_by_name_address
20201,"ふたみ潮風ふれあい公園
潮風みどりの広場",愛媛県伊予市双海町高岸甲923,,,089-986-1111,1,1,1,1,1,1,1,,,,,,,,愛媛県伊予市双海町高岸甲923,E3821000020201,33.683060873826,132.63515029224,matched_by_name_address
17201,しもなだｸﾞﾗｳﾝﾄﾞ,愛媛県伊予市双海町串甲3670-12,,,089-987-0111,1,1,,1,,1,1,,,,,,,,愛媛県伊予市双海町串甲3670-12,E3821000017201,33.652450042487,132.58040942342,matched_by_name_address
16201,下灘ふれあいｸﾞﾗｳﾝﾄﾞ,愛媛県伊予市双海町串甲232-1,,,089-986-1111,1,,1,1,1,1,1,,,,,,,,愛媛県伊予市双海町串甲232-1,E3821000016201,33.647062094567,132.58300521571,matched_by_name_address
02201,じゅらく生きがい活動センター,愛媛県伊予市下吾川1447,,,089-983-6511,,1,,1,,,1,,1,203,,,,,愛媛県伊予市下吾川1447,E3821000002201,33.7637908999384,132.705097770557,matched_by_name_address
35201,野中構造改善センター,愛媛県伊予市中山町出渕3番耕地19番地3,,,089-967-1417,1,1,1,,1,,1,,1,113,,,,,愛媛県伊予市中山町出渕3番耕地19番地3,,,,unmatched
40201,永木構造改善センター,愛媛県伊予市中山町中山未16番地1,,,089-967-1409,1,1,1,,1,,1,,1,113,,,,,愛媛県伊予市中山町中山未16番地1,,,,unmatched
29201,佐礼谷生活改善センター,愛媛県伊予市中山町佐礼谷甲1122番地1,,,089-968-0453,1,1,1,,1,,1,,1,130,,,,,愛媛県伊予市中山町佐礼谷甲1122番地1,,,,unmatched
E3821000050201,小林池公園,愛媛県伊予市米湊195-1,,,089-909-6360,,1,1,1,1,1,1,,,,,,,,愛媛県伊予市米湊195-1,E3821000050201,33.75404,132.707566,matched_by_id
E3821300012201,金生第一小学校グラウンド,愛媛県,金生町下分,１６６５,(０８９６)２８－６２８２,,1,1,1,1,1,,,1,5400,2,,,,愛媛県金生町下分１６６５,E3821300012201,34.0029019,133.5839902,matched_by_id
E3821300016201,金生第二小学校グラウンド,愛媛県,金生町山田井,７７５,(０８９６)２８－６２８３,1,1,1,1,1,1,,,1,3600,2,,,,愛媛県金生町山田井７７５,E3821300016201,34.01284097,133.5973623,matched_by_id
E3821300026201,妻鳥小学校グラウンド,愛媛県,妻鳥町,１４８８,(０８９６)２８－６２８１,1,1,1,1,1,1,,,1,6200,2,,,,愛媛県妻鳥町１４８８,E3821300026201,33.99116883,133.5705786,matched_by_id
E3821300041201,上分小学校グラウンド,愛媛県,上分町,８００,(０８９６)２８－６２８４,,1,1,1,1,1,,,1,2900,2,,,,愛媛県上分町８００,E3821300041201,33.9918982,133.5866046,matched_by_id
E3821300019201,南小学校グラウンド,愛媛県,金田町金川,１４５,(０８９６)２８－６２８０,1,1,1,1,1,1,,,1,6400,2,,,,愛媛県金田町金川１４５,E3821300019201,33.99155869,133.6010042,matched_by_id
E3821300062201,川之江小学校グラウンド,愛媛県,川之江町,２３７０,(０８９６)２８－６２８５,,,,1,,1,,,1,6600,2,,,,愛媛県川之江町２３７０,E3821300062201,34.01579203,133.5800104,matched_by_id
E3821300063201,川之江北中学校グラウンド,愛媛県,川之江町,２３９０,(０８９６)２８－６２８７,,1,,1,,1,,,1,7500,2,,,,愛媛県川之江町２３９０,E3821300063201,34.01370376,133.5794253,matched_by_id
E3821300038201,川之江南中学校グラウンド,愛媛県,上分町,３９５,(０８９６)２８－６２８６,,1,1,1,1,1,,,1,7700,2,,,,愛媛県上分町３９５,E3821300038201,33.99369561,133.5836331,matched_by_id
E3821300061201,川之江高等学校グラウンド,愛媛県,川之江町,２２５７,(０８９６)５８－２０６１,,1,1,1,1,1,,,1,8000,2,,,,愛媛県川之江町２２５７,E3821300061201,34.00999301,133.5774352,matched_by_id
E3821300060201,川之江こども園グラウンド,愛媛県,川之江町,１０６１－６,(０８９６)２８－６２７０,,1,,1,,1,,,1,1300,2,,,,愛媛県川之江町１０６１－６,E3821300060201,34.011345,133.569491,matched_by_id
E3821300021201,金田グラウンド,愛媛県,金田町金川,２７０-１,(０８９６)２８－６２５１,1,1,1,1,1,1,,,,3000,2,,,,愛媛県金田町金川２７０-１,E3821300021201,33.98548796,133.5955777,matched_by_id
E3821300030201,川之江運動場,愛媛県,妻鳥町,５９４,(０８９６)２８－６０４３,,1,,1,,1,,,,7900,2,,,,愛媛県妻鳥町５９４,E3821300030201,34.01064867,133.5656196,matched_by_id
E3821300028201,川之江埋立グラウンド,愛媛県,妻鳥町,３０５３,(０８９６)２８－６０４３,,1,,1,,1,,,,5000,2,,,,愛媛県妻鳥町３０５３,E3821300028201,34.00096185,133.5562759,matched_by_id
E3821300013201,向山公園グラウンド,愛媛県,金生町下分,２５７１-１,(０８９６)２８－６０４３,1,1,1,1,1,1,,,,1400,2,,,,愛媛県金生町下分２５７１-１,E3821300013201,33.9955476,133.5891255,matched_by_id
E3821300068201,浜公園多目的広場,愛媛県,川之江町,４１０９-３,(０８９６)２８－６０４３,1,1,,1,,1,,,,9700,2,,,,愛媛県川之江町４１０９-３,E3821300068201,34.01902555,133.5658634,matched_by_id
E3821300069201,川之江体育館防災広場,愛媛県,川之江町,９９３,(０８９６)２８－６２３１,1,1,1,1,1,1,,,,500,2,,,,愛媛県川之江町９９３,E3821300069201,34.0095239853691,133.571820542458,matched_by_id
E3821300024201,森と湖畔の公園,愛媛県,金田町半田甲,２３２,(０８９６)２８－６２６９,1,1,1,1,1,1,,,,1000,2,,,,愛媛県金田町半田甲２３２,E3821300024201,34.00212381,133.6050843,matched_by_id
E3821300029201,大江１号緑地,愛媛県,妻鳥町,３０６８,(０８９６)２８－６０７７,,1,,1,,1,,,,3500,2,,,,愛媛県妻鳥町３０６８,E3821300029201,34.00126086,133.5579459,matched_by_id
E3821300037201,新田公園,愛媛県,柴生町字山瀬乙,１６９,(０８９６)２８－６２３１,1,1,1,1,1,1,,,,3100,2,,,,愛媛県柴生町字山瀬乙１６９,E3821300037201,33.99339395,133.6164349,matched_by_id
E3821300035201,三島高等学校グラウンド,愛媛県,三島中央,５-１１-３０,(０８９６)２３－２１３６,1,,1,1,1,1,,,1,8000,2,,,,愛媛県三島中央５-１１-３０,E3821300035201,33.97827059,133.5443532,matched_by_id
E3821300004201,松柏小学校グラウンド,愛媛県,下柏町,４０７,(０８９６)２８－６０９４,1,1,1,1,1,1,,,1,3000,2,,,,愛媛県下柏町４０７,E3821300004201,33.98410493,133.5636225,matched_by_id
E3821300033201,三島小学校グラウンド,愛媛県,三島中央,３-２-２３,(０８９６)２８－６０９５,1,1,1,1,1,1,,,1,4000,2,,,,愛媛県三島中央３-２-２３,E3821300033201,33.98046685,133.544319,matched_by_id
E3821300071201,中曽根小学校グラウンド,愛媛県,中曽根町,１５５６,(０８９６)２８－６０９３,1,1,1,1,1,1,,,1,2800,2,,,,愛媛県中曽根町１５５６,E3821300071201,33.97606298,133.5480368,matched_by_id
E3821300074201,中之庄小学校グラウンド,愛媛県,中之庄町,１４０,(０８９６)２８－６０９２,1,1,1,1,1,1,,,1,3900,2,,,,愛媛県中之庄町１４０,E3821300074201,33.97333156,133.5319218,matched_by_id
E3821300007201,寒川小学校グラウンド,愛媛県,寒川町,１８１４,(０８９６)２８－６０９６,1,,1,1,1,1,,,1,3300,2,,,,愛媛県寒川町１８１４,E3821300007201,33.96448722,133.5159244,matched_by_id
E3821300106201,豊岡小学校グラウンド,愛媛県,豊岡町豊田,４５,(０８９６)２８－６０９７,1,,1,1,1,1,,,1,2800,2,,,,愛媛県豊岡町豊田４５,E3821300106201,33.9653796,133.4810969,matched_by_id
E3821300002201,松柏グラウンド,愛媛県,下柏町,３５６-１,(０８９６)２８－６０６２,1,1,1,1,1,1,,,,2400,2,,,,愛媛県下柏町３５６-１,E3821300002201,33.98524726,133.5631947,matched_by_id
E3821300072201,三島東中学校グラウンド,愛媛県,中曽根町,１９９,(０８９６)２８－６０９８,1,1,1,1,1,1,,,1,6600,2,,,,愛媛県中曽根町１９９,E3821300072201,33.97744275,133.5570941,matched_by_id
E3821300075201,伊予三島運動公園,愛媛県,中之庄町,１６６５-１,(０８９６)２８－６０７１,1,1,,1,1,1,,,1,35000,2,,,,愛媛県中之庄町１６６５-１,E3821300075201,33.97902095,133.5273782,matched_by_id
E3821300081201,関川小学校グラウンド,愛媛県,土居町上野,１７２６-１,(０８９６)２８－６３６９,1,1,1,1,1,1,,,1,2500,2,,,,愛媛県土居町上野１７２６-１,E3821300081201,33.94452532,133.3879386,matched_by_id
E3821300089201,土居小学校グラウンド,愛媛県,土居町土居,１５８０,(０８９６)２８－６３６６,1,1,1,1,1,1,,,1,2900,2,,,,愛媛県土居町土居１５８０,E3821300089201,33.96043577,133.4207849,matched_by_id
E3821300078201,小富士小学校グラウンド,愛媛県,土居町小林,６６７,(０８９６)２８－６３６７,1,1,1,1,1,1,,,1,3200,2,,,,愛媛県土居町小林６６７,E3821300078201,33.96176419,133.4368271,matched_by_id
E3821300084201,長津小学校グラウンド,愛媛県,土居町津根,２０６１,(０８９６)２８－６３７０,1,1,1,1,1,1,,,1,3000,2,,,,愛媛県土居町津根２０６１,E3821300084201,33.96293444,133.4571413,matched_by_id
E3821300098201,北小学校グラウンド,愛媛県,土居町蕪崎,１０４０,(０８９６)２８－６３６８,1,1,1,1,1,1,,,1,3500,2,,,,愛媛県土居町蕪崎１０４０,E3821300098201,33.97930981,133.4262006,matched_by_id
E3821300090201,土居中学校グラウンド,愛媛県,土居町土居,３７５,(０８９６)２８－６３７１,1,1,1,1,1,1,,,1,7500,2,,,,愛媛県土居町土居３７５,E3821300090201,33.96215145,133.4262521,matched_by_id
E3821300082201,土居高等学校グラウンド,愛媛県,土居町中村,８９２,(０８９６)７４－２０１７,1,1,1,1,1,1,,,1,8000,2,,,,愛媛県土居町中村８９２,E3821300082201,33.96528274,133.4307511,matched_by_id
E3821300097201,やまじ風公園,愛媛県,土居町畑野,１６３７,(０８９６)７４－８８８２,1,,1,1,1,1,,,,12400,2,,,,愛媛県土居町畑野１６３７,E3821300097201,33.947208,133.412035,matched_by_id
E3821400001201,西予市図書交流館　（まなびあん）,愛媛県,西予市宇和町卯之町,1-245-1,(0894)62-6420,1,1,1,1,,1,,,,649,２,,,,愛媛県西予市宇和町卯之町1-245-1,E3821400001201,33.368905,132.509087,matched_by_id
E3821400003201,宇和町小学校,愛媛県,西予市宇和町卯之町,2-145,(0894)62-0158,1,1,1,1,,1,,,1,4965,２,,,,愛媛県西予市宇和町卯之町2-145,E3821400003201,33.36641402,132.5110799,matched_by_id
E3821400006201,県立宇和高等学校,愛媛県,西予市宇和町卯之町,4-190-1,(0894)62-1321,1,1,1,1,,1,,,1,7450,２,,,,愛媛県西予市宇和町卯之町4-190-1,E3821400006201,33.36368827,132.5206405,matched_by_id
E3821400007201,県立宇和特別支援学校,愛媛県,西予市宇和町永長,1287-1,(0894)62-5135,1,1,1,1,,1,,,1,4096,２,,,,愛媛県西予市宇和町永長1287-1,E3821400007201,33.37486287,132.4959554,matched_by_id
E3821400009201,宇和中学校,愛媛県,西予市宇和町下松葉,629-1,(0894)62-1265,1,1,1,1,,1,,,1,11256,２,,,,愛媛県西予市宇和町下松葉629-1,E3821400009201,33.37116007,132.5071498,matched_by_id
E3821400011201,多田小学校,愛媛県,西予市宇和町河内,171-1,(0894)66-0202,1,1,1,1,,1,,,1,3973,２,,,,愛媛県西予市宇和町河内171-1,E3821400011201,33.42801595,132.5052519,matched_by_id
E3821400015201,皆田小学校,愛媛県,西予市宇和町皆田,1115-1,(0894)62-0551,,,1,1,,1,,,,1743,２,,,,愛媛県西予市宇和町皆田1115-1,E3821400015201,33.34580522,132.537306,matched_by_id
E3821400021201,田之筋小学校,愛媛県,西予市宇和町新城,982-1,(0894)62-0474,1,1,1,1,,1,,,,2963,２,,,,愛媛県西予市宇和町新城982-1,E3821400021201,33.38357979,132.5323918,matched_by_id
E3821400025201,石城小学校,愛媛県,西予市宇和町西山田,164-1,(0894)62-9714,1,1,1,1,,1,,,1,3101,２,,,,愛媛県西予市宇和町西山田164-1,E3821400025201,33.38417519,132.4746211,matched_by_id
E3821400027201,中川小学校,愛媛県,西予市宇和町田苗真土,1614-1,(0894)62-0357,,1,1,1,,1,,,1,2419,２,,,,愛媛県西予市宇和町田苗真土1614-1,E3821400027201,33.39867454,132.5065401,matched_by_id
E3821400030201,旧明間小学校,愛媛県,西予市宇和町明間,1065-1,(0894)62-6402,1,1,1,1,,1,,,1,1692,２,,,,愛媛県西予市宇和町明間1065-1,E3821400030201,33.34591845,132.5828458,matched_by_id
E3821400033201,安土西,愛媛県,西予市三瓶町安土,246-1,(0894)33-1111,,,,,1,,,,,,,,,,愛媛県西予市三瓶町安土246-1,E3821400033201,33.376755533384,132.41867689723,matched_by_id
E3821400034201,市道安土１３号線,愛媛県,西予市三瓶町安土,281-2,(0894)33-1111,,,,,1,,,,,,,,,,愛媛県西予市三瓶町安土281-2,E3821400034201,33.37615514,132.4184302,matched_by_id
E3821400036201,神子之浦墓地,愛媛県,西予市三瓶町下泊,109-1,(0894)33-1111,,,,,1,,,,,,,,,,愛媛県西予市三瓶町下泊109-1,E3821400036201,33.34155414,132.3926033,matched_by_id
E3821400037201,アンデラ,愛媛県,西予市三瓶町下泊,1834-1,(0894)33-1111,,,,,1,,,,,,,,,,愛媛県西予市三瓶町下泊1834-1,E3821400037201,33.33701428,132.3860909,matched_by_id
E3821400039201,農道下泊神子之浦線,愛媛県,西予市三瓶町下泊,331-2,(0894)33-1111,,,,,1,,,,,,,,,,愛媛県西予市三瓶町下泊331-2,E3821400039201,33.33998113,132.3945023,matched_by_id
E3821400040201,お薬師,愛媛県,西予市三瓶町下泊,481,(0894)33-1111,,,,,1,,,,,,,,,,愛媛県西予市三瓶町下泊481,E3821400040201,33.34005165,132.3928429,matched_by_id
E3821400041201,お墓,愛媛県,西予市三瓶町下泊,656-1,(0894)33-1111,,,,,1,,,,,,,,,,愛媛県西予市三瓶町下泊656-1,E3821400041201,33.3374266,132.3898675,matched_by_id
E3821400042201,旧下泊小学校（屋上）,愛媛県,西予市三瓶町下泊,779-1,(0894)62-6430,,,,,1,,,,1,,,,,,愛媛県西予市三瓶町下泊779-1,E3821400042201,33.33604623,132.3902805,matched_by_id
E3821400042202,三瓶下泊地区グラウンド,愛媛県,西予市三瓶町下泊,779-1,(0894)33-2470,1,,1,1,,1,,,1,1283,２,,,,愛媛県西予市三瓶町下泊779-1,E3821400042202,33.33636891,132.3900123,matched_by_id
E3821400043201,農道下泊中ノ浦線,愛媛県,西予市三瓶町下泊,914-1,(0894)33-1111,,,,,1,,,,,,,,,,愛媛県西予市三瓶町下泊914-1,E3821400043201,33.33433418,132.389095,matched_by_id
E3821400045201,見光寺,愛媛県,西予市三瓶町皆江,1825,(0894)33-1111,,,,,1,,,,,,,,,,愛媛県西予市三瓶町皆江1825,E3821400045201,33.34145865,132.4127294,matched_by_id
E3821400047201,農道皆江国王線,愛媛県,西予市三瓶町皆江,2635,(0894)33-1111,,,,,1,,,,,,,,,,愛媛県西予市三瓶町皆江2635,E3821400047201,33.34855255,132.4128581,matched_by_id
E3821400048201,国道３７８号（枯井バス停付近）,愛媛県,西予市三瓶町皆江,83-7,(0894)33-1111,,,,,1,,,,,,,,,,愛媛県西予市三瓶町皆江83-7,E3821400048201,33.34520199,132.3944004,matched_by_id
